node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
b0002,idle,16537,220718Z-r01,custom,passed,-,-,0.335,0.335,-,-,
