node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
a0001,idle,16559,225740Z-r01,large,passed,Pass,Pass/Pass,9.573,5.894,0.254,0.067,
