node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
a0001,idle,16554,225234Z-r01,small,passed,Pass,Pass/Pass,8.698,5.150,-,-,
