node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
a0001,idle,16556,225306Z-r01,medium,passed,Pass,Pass/Pass,10.089,7.180,0.252,0.070,
