node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
b0002,idle,16534,214655Z-r01,small,passed,Pass,Pass/Pass,8.884,5.255,-,-,
