node,slurm,job,run,profile,status,platform,sequential_w_r,sequential_read_gib_s,sequential_write_gib_s,random_read_gib_s,random_write_gib_s,notes
b0002,idle,16535,214743Z-r01,medium,passed,Pass,Pass/Pass,9.694,7.511,0.248,0.070,
