node_group,nodes,gpus,samples,passes,status,ar_olympic_avg,ar_min..max,ar_drop_min_max,rs_olympic_avg,rs_min..max,rs_drop_min_max,ag_olympic_avg,ag_min..max,ag_drop_min_max,a2a_olympic_avg,a2a_min..max,a2a_drop_min_max,wrong,aggregation,jobs
"b0001,b0002,b0003,b0004,b0005,b0006,b0007,b0008,b0009,b0010,b0011,b0012,b0013,b0014,b0015,b0016,b0017,b0018,b0019,b0020,b0021,b0022,b0023,b0024,b0025,b0026,b0027,b0028,b0029,b0030,b0031",31,248,12/12,12/12,passed,204.612,203.820..204.940,203.820/204.940,205.307,205.070..205.810,205.070/205.810,205.082,204.920..205.470,204.920/205.470,25.836,25.830..25.840,25.830/25.840,0,olympic avg,"18081,18082,18083,18084,18085,18086,18087,18088,18089,18090,18091,18092"
